station,fecha_de_inicio,total_pax
Constitucion,2024-01-29 23:00:00,101.0
Constitucion,2024-01-30 05:00:00,227.0
Constitucion,2024-01-30 06:00:00,5702.0
Constitucion,2024-01-30 07:00:00,5898.0
Constitucion,2024-01-30 08:00:00,11938.0
Constitucion,2024-01-30 09:00:00,5810.0
Constitucion,2024-01-30 10:00:00,5659.0
Constitucion,2024-01-30 11:00:00,2102.0
Constitucion,2024-01-30 12:00:00,3457.0
Constitucion,2024-01-30 13:00:00,1740.0
Constitucion,2024-01-30 14:00:00,2650.0
Constitucion,2024-01-30 15:00:00,1126.0
Constitucion,2024-01-30 16:00:00,1980.0
Constitucion,2024-01-30 17:00:00,1058.0
Constitucion,2024-01-30 18:00:00,1992.0
Constitucion,2024-01-30 19:00:00,818.0
Constitucion,2024-01-30 20:00:00,1064.0
Constitucion,2024-01-30 21:00:00,370.0
Constitucion,2024-01-30 22:00:00,322.0
Constitucion,2024-01-30 23:00:00,80.0
Constitucion,2024-01-31 05:00:00,230.0
Constitucion,2024-01-31 06:00:00,4899.0
Constitucion,2024-01-31 07:00:00,5711.0
Constitucion,2024-01-31 08:00:00,9712.0
Constitucion,2024-01-31 09:00:00,7490.0
Constitucion,2024-01-31 10:00:00,6070.0
Constitucion,2024-01-31 11:00:00,2536.0
Constitucion,2024-01-31 12:00:00,3887.0
Constitucion,2024-01-31 13:00:00,1700.0
Constitucion,2024-01-31 14:00:00,2614.0
Constitucion,2024-01-31 15:00:00,1229.0
Constitucion,2024-01-31 16:00:00,2353.0
Constitucion,2024-01-31 17:00:00,1408.0
Constitucion,2024-01-31 18:00:00,1983.0
Constitucion,2024-01-31 19:00:00,865.0
Constitucion,2024-01-31 20:00:00,1046.0
Constitucion,2024-01-31 21:00:00,380.0
Constitucion,2024-01-31 22:00:00,499.0
Constitucion,2024-01-31 23:00:00,92.0
Constitucion,2024-02-01 05:00:00,197.0
Constitucion,2024-02-01 06:00:00,4881.0
Constitucion,2024-02-01 07:00:00,5633.0
Constitucion,2024-02-01 08:00:00,12703.0
Constitucion,2024-02-01 09:00:00,5642.0
Constitucion,2024-02-01 10:00:00,5492.0
Constitucion,2024-02-01 11:00:00,2161.0
Constitucion,2024-02-01 12:00:00,3140.0
Constitucion,2024-02-01 13:00:00,1858.0
Constitucion,2024-02-01 14:00:00,2281.0
Constitucion,2024-02-01 15:00:00,1275.0
Constitucion,2024-02-01 16:00:00,1932.0
Constitucion,2024-02-01 17:00:00,1393.0
Constitucion,2024-02-01 18:00:00,2169.0
